sleep_response,sleep,slpnaps,totwrk,educ,age,agesq,male,marr,yngkid,gdhlth,inlf,hrwage,lhrwage,work_hours_week,sleep_hours_week,sleep_hours_day,wage_observed,not_in_labor_force
3525,3525,3560,1950,5,51,2601,0,1,0,1,0,,,32.5,58.75,8.392857142857142,0,1
3523,3523,3523,1971,17,54,2916,1,1,0,1,0,,,32.85,58.71666666666667,8.388095238095238,0,1
3950,3950,3950,500,12,32,1024,1,1,0,1,0,,,8.333333333333334,65.83333333333333,9.404761904761905,0,1
4420,4420,4420,2450,10,38,1444,1,1,0,1,0,,,40.833333333333336,73.66666666666667,10.523809523809524,0,1
3871,3871,3991,2050,16,46,2116,1,0,0,1,0,,,34.166666666666664,64.51666666666667,9.216666666666667,0,1
3503,3503,3541,950,12,26,676,0,1,0,0,0,,,15.833333333333334,58.38333333333333,8.34047619047619,0,1
3498,3498,3724,1015,12,59,3481,1,1,0,1,0,,,16.916666666666668,58.3,8.32857142857143,0,1
3488,3488,4181,1715,8,50,2500,1,1,0,1,0,,,28.583333333333332,58.13333333333333,8.304761904761905,0,1
3480,3480,4005,1113,12,28,784,0,0,0,1,0,,,18.55,58.0,8.285714285714286,0,1
3478,3478,3478,1200,12,57,3249,1,1,0,1,0,,,20.0,57.96666666666667,8.28095238095238,0,1
3468,3468,3468,2871,16,26,676,1,1,0,1,0,,,47.85,57.8,8.257142857142858,0,1
3460,3460,3460,2250,9,56,3136,0,1,0,0,0,,,37.5,57.666666666666664,8.238095238095237,0,1
3455,3455,3513,2828,16,31,961,0,1,0,1,0,,,47.13333333333333,57.583333333333336,8.226190476190476,0,1
1546,1546,1576,3316,12,36,1296,0,1,0,1,0,,,55.266666666666666,25.766666666666666,3.680952380952381,0,1
3435,3435,3435,0,12,53,2809,0,0,0,0,0,,,0.0,57.25,8.178571428571429,0,1
3433,3433,3448,745,8,63,3969,1,1,0,0,0,,,12.416666666666666,57.21666666666667,8.173809523809524,0,1
755,755,1335,2663,12,23,529,0,0,0,1,0,,,44.38333333333333,12.583333333333334,1.7976190476190477,0,1
3423,3423,3423,3338,16,35,1225,1,1,0,1,0,,,55.63333333333333,57.05,8.15,0,1
3423,3423,3483,1588,8,61,3721,1,1,0,1,0,,,26.466666666666665,57.05,8.15,0,1
3420,3420,3895,830,17,32,1024,0,0,0,1,0,,,13.833333333333334,57.0,8.142857142857142,0,1
2793,2793,2883,1273,16,43,1849,1,1,0,1,0,,,21.216666666666665,46.55,6.65,0,1
3405,3405,4147,2145,13,43,1849,0,1,0,1,0,,,35.75,56.75,8.107142857142858,0,1
3405,3405,3405,1875,5,55,3025,1,1,0,1,0,,,31.25,56.75,8.107142857142858,0,1
3395,3395,3395,1988,17,32,1024,1,1,0,1,0,,,33.13333333333333,56.583333333333336,8.083333333333334,0,1
3391,3391,3477,2895,12,50,2500,1,1,0,1,0,,,48.25,56.516666666666666,8.073809523809524,0,1
3390,3390,3390,583,12,52,2704,0,1,0,1,0,,,9.716666666666667,56.5,8.071428571428571,0,1
3935,3935,4160,163,12,54,2916,1,1,0,1,0,,,2.716666666666667,65.58333333333333,9.369047619047619,0,1
3375,3375,3660,2905,12,40,1600,1,1,0,1,0,,,48.416666666666664,56.25,8.035714285714286,0,1
3360,3360,3495,3135,11,49,2401,0,0,0,0,0,,,52.25,56.0,8.0,0,1
3360,3360,3360,3075,10,50,2500,1,1,0,1,0,,,51.25,56.0,8.0,0,1
3355,3355,3655,0,10,24,576,1,1,1,0,0,,,0.0,55.916666666666664,7.988095238095238,0,1
2655,2655,2655,2688,13,25,625,1,0,0,1,0,,,44.8,44.25,6.321428571428571,0,1
3338,3338,3338,2263,12,44,1936,1,1,0,1,0,,,37.71666666666667,55.63333333333333,7.947619047619047,0,1
3338,3338,3338,2588,12,42,1764,1,1,0,1,0,,,43.13333333333333,55.63333333333333,7.947619047619047,0,1
3330,3330,3330,3148,12,37,1369,1,1,0,1,0,,,52.46666666666667,55.5,7.928571428571429,0,1
3326,3326,3326,2468,17,46,2116,1,1,0,1,0,,,41.13333333333333,55.43333333333333,7.919047619047619,0,1
3315,3315,3650,1525,10,29,841,1,1,0,1,0,,,25.416666666666668,55.25,7.892857142857142,0,1
3315,3315,3315,2948,12,35,1225,1,1,0,1,0,,,49.13333333333333,55.25,7.892857142857142,0,1
3310,3310,3348,0,12,25,625,0,1,0,1,0,,,0.0,55.166666666666664,7.8809523809523805,0,1
3310,3310,3505,2826,12,49,2401,1,1,0,1,0,,,47.1,55.166666666666664,7.8809523809523805,0,1
3308,3308,3443,2326,12,45,2025,1,1,0,1,0,,,38.766666666666666,55.13333333333333,7.876190476190476,0,1
3308,3308,3308,2820,17,25,625,1,1,0,1,0,,,47.0,55.13333333333333,7.876190476190476,0,1
3295,3295,3362,2513,12,57,3249,1,1,0,1,0,,,41.88333333333333,54.916666666666664,7.845238095238096,0,1
3295,3295,3295,3171,12,35,1225,1,1,0,1,0,,,52.85,54.916666666666664,7.845238095238096,0,1
3285,3285,3285,1325,17,31,961,0,1,0,1,0,,,22.083333333333332,54.75,7.821428571428571,0,1
3285,3285,3285,2493,15,55,3025,1,1,0,1,0,,,41.55,54.75,7.821428571428571,0,1
3271,3271,3271,3441,16,24,576,0,0,0,1,0,,,57.35,54.516666666666666,7.788095238095238,0,1
3268,3268,3268,1238,8,58,3364,1,1,0,1,0,,,20.633333333333333,54.46666666666667,7.780952380952381,0,1
3261,3261,3261,2588,17,52,2704,1,1,0,1,0,,,43.13333333333333,54.35,7.764285714285714,0,1
3260,3260,3260,3590,17,33,1089,1,1,0,1,0,,,59.833333333333336,54.333333333333336,7.761904761904762,0,1
3255,3255,3255,1548,11,39,1521,0,1,0,1,0,,,25.8,54.25,7.75,0,1
3248,3248,3368,3190,9,25,625,1,0,0,1,0,,,53.166666666666664,54.13333333333333,7.733333333333333,0,1
3236,3236,3649,2350,16,25,625,0,0,0,1,0,,,39.166666666666664,53.93333333333333,7.704761904761905,0,1
3235,3235,3685,0,16,30,900,0,1,1,1,0,,,0.0,53.916666666666664,7.7023809523809526,0,1
3230,3230,3270,2150,17,25,625,1,1,0,1,0,,,35.833333333333336,53.833333333333336,7.690476190476191,0,1
3225,3225,4538,2535,16,42,1764,1,1,0,1,0,,,42.25,53.75,7.678571428571429,0,1
3225,3225,3225,638,12,35,1225,1,1,0,1,0,,,10.633333333333333,53.75,7.678571428571429,0,1
3225,3225,3777,2260,12,59,3481,0,1,0,0,0,,,37.666666666666664,53.75,7.678571428571429,0,1
3218,3218,3218,3275,12,42,1764,1,1,1,1,0,,,54.583333333333336,53.63333333333333,7.661904761904762,0,1
3218,3218,3218,1013,12,59,3481,0,1,0,1,0,,,16.883333333333333,53.63333333333333,7.661904761904762,0,1
3210,3210,3210,2433,16,32,1024,1,1,0,1,0,,,40.55,53.5,7.642857142857142,0,1
3203,3203,3203,2450,17,49,2401,1,0,0,1,0,,,40.833333333333336,53.38333333333333,7.626190476190476,0,1
3201,3201,3321,2298,14,54,2916,1,1,0,1,0,,,38.3,53.35,7.621428571428571,0,1
3200,3200,3200,2363,9,58,3364,1,1,0,1,0,,,39.38333333333333,53.333333333333336,7.6190476190476195,0,1
3195,3195,3195,1578,14,38,1444,1,1,0,1,0,,,26.3,53.25,7.607142857142858,0,1
3190,3190,3250,2500,8,50,2500,0,1,0,1,0,,,41.666666666666664,53.166666666666664,7.595238095238096,0,1
3188,3188,3238,2526,17,46,2116,0,1,0,1,0,,,42.1,53.13333333333333,7.590476190476191,0,1
3188,3188,3188,2538,12,38,1444,1,1,0,1,0,,,42.3,53.13333333333333,7.590476190476191,0,1
3181,3181,3181,2393,12,39,1521,1,1,1,1,0,,,39.88333333333333,53.016666666666666,7.573809523809524,0,1
3176,3176,3176,2163,17,31,961,0,1,0,1,0,,,36.05,52.93333333333333,7.561904761904762,0,1
3175,3175,3175,3481,13,42,1764,1,1,0,1,0,,,58.016666666666666,52.916666666666664,7.559523809523809,0,1
3165,3165,3300,2163,16,30,900,1,1,0,1,0,,,36.05,52.75,7.5357142857142865,0,1
3390,3390,3390,3421,16,27,729,1,0,0,0,0,,,57.016666666666666,56.5,8.071428571428571,0,1
3630,3630,3630,2300,14,54,2916,1,1,0,1,0,,,38.333333333333336,60.5,8.642857142857142,0,1
3150,3150,3270,1188,17,64,4096,1,1,0,1,0,,,19.8,52.5,7.5,0,1
3140,3140,3140,2666,9,43,1849,1,1,0,1,0,,,44.43333333333333,52.333333333333336,7.476190476190476,0,1
3135,3135,3278,1538,12,29,841,1,1,0,1,0,,,25.633333333333333,52.25,7.4642857142857135,0,1
3615,3615,3615,1888,12,34,1156,1,1,1,1,0,,,31.466666666666665,60.25,8.607142857142858,0,1
3110,3110,3185,0,16,23,529,0,1,1,1,0,,,0.0,51.833333333333336,7.404761904761904,0,1
3095,3095,3095,2293,15,31,961,1,0,0,1,0,,,38.21666666666667,51.583333333333336,7.3690476190476195,0,1
3090,3090,3499,538,13,44,1936,0,1,0,1,0,,,8.966666666666667,51.5,7.357142857142858,0,1
3073,3073,3298,2351,17,57,3249,1,1,0,1,0,,,39.18333333333333,51.21666666666667,7.316666666666666,0,1
3068,3068,3068,2373,12,31,961,0,0,0,1,0,,,39.55,51.13333333333333,7.304761904761905,0,1
3065,3065,3140,2148,14,23,529,0,1,1,1,0,,,35.8,51.083333333333336,7.2976190476190474,0,1
3573,3573,3573,2013,14,29,841,1,1,0,1,0,,,33.55,59.55,8.507142857142858,0,1
3060,3060,3330,2603,12,50,2500,1,1,0,1,0,,,43.38333333333333,51.0,7.2857142857142865,0,1
3040,3040,3725,1510,12,25,625,0,0,1,1,0,,,25.166666666666668,50.666666666666664,7.238095238095238,0,1
3028,3028,3116,2513,16,44,1936,1,1,0,1,0,,,41.88333333333333,50.46666666666667,7.20952380952381,0,1
3023,3023,3143,2418,16,29,841,1,1,1,1,0,,,40.3,50.38333333333333,7.197619047619047,0,1
3023,3023,3023,2281,16,36,1296,0,1,0,1,0,,,38.016666666666666,50.38333333333333,7.197619047619047,0,1
3015,3015,3150,1183,10,47,2209,0,1,0,1,0,,,19.716666666666665,50.25,7.178571428571429,0,1
3008,3008,3173,2275,10,52,2704,0,1,0,0,0,,,37.916666666666664,50.13333333333333,7.161904761904762,0,1
2993,2993,2993,2725,17,61,3721,1,1,0,1,0,,,45.416666666666664,49.88333333333333,7.126190476190476,0,1
2985,2985,3105,2388,16,32,1024,0,0,0,1,0,,,39.8,49.75,7.107142857142858,0,1
2985,2985,3385,2026,12,45,2025,0,1,0,1,0,,,33.766666666666666,49.75,7.107142857142858,0,1
3520,3520,3535,675,10,34,1156,1,1,0,0,0,,,11.25,58.666666666666664,8.380952380952381,0,1
3510,3510,3510,1851,12,37,1369,0,1,0,1,0,,,30.85,58.5,8.357142857142858,0,1
2970,2970,3000,1961,17,54,2916,0,1,0,1,0,,,32.68333333333333,49.5,7.071428571428571,0,1
2970,2970,3415,2363,16,30,900,0,1,1,1,0,,,39.38333333333333,49.5,7.071428571428571,0,1
